,city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
2852,0,53,1,1,1,8.0,not acept,not furnished,550.0,650.0,36.0,9.0,1245.0
2854,1,22,1,1,0,25.0,acept,not furnished,472.0,2200.0,55.0,28.0,2755.0
2856,1,40,1,1,1,8.0,acept,furnished,651.0,2300.0,90.0,30.0,3071.0
2857,1,260,4,4,4,8.0,acept,not furnished,3150.0,10000.0,1163.0,127.0,14440.0
2858,1,51,2,1,1,9.0,acept,not furnished,450.0,2500.0,17.0,32.0,2999.0
2859,1,64,2,2,1,19.0,acept,furnished,450.0,2200.0,21.0,28.0,2699.0
2860,1,115,2,1,0,5.0,acept,not furnished,1500.0,2200.0,67.0,28.0,3795.0
2862,1,140,3,2,1,6.0,not acept,not furnished,1740.0,2500.0,340.0,32.0,4612.0
2864,1,199,3,4,5,17.0,acept,furnished,2800.0,4000.0,1500.0,51.0,8351.0
2865,1,180,3,4,1,10.0,acept,not furnished,1400.0,6900.0,342.0,88.0,8730.0
2867,0,75,2,2,1,11.0,acept,not furnished,500.0,1189.0,75.0,16.0,1780.0
2868,1,93,3,3,2,1.0,acept,not furnished,950.0,2275.0,584.0,29.0,3838.0
2870,0,200,3,4,5,0.0,not acept,not furnished,850.0,4300.0,84.0,65.0,5299.0
2871,1,118,3,3,2,6.0,acept,not furnished,1200.0,3500.0,534.0,45.0,5279.0
2872,1,318,4,6,4,0.0,not acept,not furnished,2500.0,12000.0,334.0,153.0,14990.0
2874,0,250,3,3,2,1.0,acept,not furnished,2200.0,1700.0,256.0,22.0,4178.0
2875,1,50,2,1,1,0.0,acept,not furnished,510.0,1100.0,50.0,14.0,1674.0
2877,1,30,1,1,1,15.0,not acept,furnished,668.0,3500.0,127.0,45.0,4340.0
2878,0,94,3,2,2,2.0,acept,not furnished,650.0,3500.0,209.0,45.0,4404.0
2880,1,114,3,5,3,3.0,acept,not furnished,2600.0,3800.0,857.0,49.0,7306.0
2881,1,65,3,2,1,5.0,acept,not furnished,526.0,2230.0,21.0,29.0,2806.0
2882,1,200,3,5,4,6.0,acept,not furnished,1970.0,1720.0,959.0,22.0,4671.0
2884,1,75,3,3,2,10.0,acept,not furnished,865.0,2000.0,192.0,26.0,3083.0
2885,1,68,2,2,1,8.0,not acept,not furnished,600.0,2400.0,125.0,31.0,3156.0
2887,1,208,3,3,3,13.0,acept,not furnished,2204.0,5960.0,641.0,76.0,8881.0
2890,1,92,3,2,2,10.0,acept,not furnished,990.0,3500.0,317.0,45.0,4852.0
2892,1,108,3,2,1,14.0,acept,not furnished,1714.0,5000.0,127.0,64.0,6905.0
2894,0,87,3,2,1,12.0,acept,furnished,870.0,1450.0,100.0,19.0,2439.0
2896,1,270,4,3,3,2.0,acept,not furnished,3260.0,6000.0,550.0,77.0,9887.0
2897,1,170,3,2,1,17.0,acept,not furnished,1600.0,4950.0,264.0,63.0,6877.0
2902,1,68,2,1,1,4.0,acept,furnished,1164.0,2093.0,97.0,27.0,3381.0
2905,1,240,4,4,3,9.0,acept,not furnished,2500.0,2144.0,834.0,28.0,5506.0
2906,1,43,1,1,0,6.0,not acept,not furnished,350.0,1080.0,57.0,14.0,1501.0
2907,1,150,3,1,0,3.0,not acept,not furnished,200.0,4300.0,12.0,55.0,4567.0
2908,1,20,1,1,0,1.0,acept,furnished,602.0,1800.0,130.0,23.0,2555.0
2911,1,36,1,1,0,11.0,acept,not furnished,392.0,2300.0,84.0,30.0,2806.0
2913,1,49,2,1,1,6.0,acept,not furnished,277.0,2100.0,104.0,27.0,2508.0
2916,1,270,4,4,4,8.0,acept,not furnished,2200.0,7000.0,1500.0,89.0,10790.0
2917,1,75,3,2,1,1.0,not acept,furnished,880.0,5700.0,123.0,73.0,6776.0
2918,1,80,3,3,2,4.0,acept,furnished,1374.0,2100.0,283.0,27.0,3784.0
2920,1,40,1,1,0,3.0,acept,furnished,350.0,1840.0,40.0,24.0,2254.0
2921,1,107,2,4,2,2.0,not acept,not furnished,1800.0,11000.0,417.0,140.0,13360.0
2922,1,50,2,1,1,1.0,not acept,not furnished,765.0,2650.0,25.0,34.0,3474.0
2923,1,113,2,1,1,5.0,acept,not furnished,1000.0,3000.0,50.0,39.0,4089.0
2924,0,52,1,1,1,3.0,acept,furnished,730.0,3000.0,59.0,39.0,3828.0
2925,1,170,4,4,3,12.0,acept,furnished,4000.0,1440.0,834.0,19.0,6293.0
2926,1,140,3,3,2,6.0,acept,not furnished,2420.0,2580.0,1000.0,33.0,6033.0
2927,1,34,1,1,1,14.0,acept,not furnished,497.0,2800.0,81.0,36.0,3414.0
2928,1,90,3,2,2,3.0,acept,not furnished,1100.0,2450.0,117.0,32.0,3699.0
2929,1,197,3,2,1,18.0,acept,not furnished,1800.0,5500.0,209.0,70.0,7579.0
2930,0,146,2,1,1,8.0,acept,not furnished,730.0,1620.0,128.0,21.0,2499.0
2933,1,45,1,1,1,10.0,not acept,furnished,1600.0,1800.0,177.0,23.0,3600.0
2938,1,112,3,3,2,11.0,not acept,not furnished,1661.0,3616.0,209.0,13.0,5499.0
2939,1,192,4,5,4,11.0,not acept,furnished,2800.0,15000.0,90.0,191.0,18080.0
2944,0,245,4,3,2,9.0,acept,not furnished,2100.0,10500.0,167.0,134.0,12900.0
2948,1,160,3,3,2,8.0,acept,not furnished,2000.0,5000.0,570.0,64.0,7634.0
2950,1,52,2,1,1,17.0,acept,not furnished,540.0,1100.0,45.0,14.0,1699.0
2954,1,172,3,4,3,5.0,acept,not furnished,1650.0,9000.0,900.0,115.0,11670.0
2957,1,50,2,2,1,12.0,acept,not furnished,480.0,1722.0,100.0,22.0,2324.0
2958,0,49,2,1,1,2.0,acept,not furnished,390.0,1450.0,57.0,19.0,1916.0
2959,1,216,4,2,2,2.0,acept,not furnished,2300.0,10000.0,719.0,127.0,13150.0
2963,1,50,2,1,1,4.0,acept,not furnished,470.0,1040.0,30.0,14.0,1554.0
2964,1,170,3,4,3,21.0,acept,not furnished,1500.0,5000.0,450.0,64.0,7014.0
2965,1,70,2,2,0,2.0,acept,furnished,1439.0,5500.0,315.0,70.0,7324.0
2966,1,167,3,3,3,19.0,acept,furnished,1500.0,2800.0,542.0,36.0,4878.0
2968,0,90,3,1,1,1.0,acept,not furnished,1000.0,960.0,83.0,13.0,2056.0
2969,1,89,2,2,2,1.0,acept,furnished,879.0,3327.0,242.0,43.0,4491.0
2970,1,61,3,2,1,4.0,acept,not furnished,550.0,3000.0,117.0,39.0,3706.0
2972,1,180,3,2,1,23.0,acept,not furnished,1850.0,7000.0,299.0,89.0,9238.0
2974,0,73,3,1,1,4.0,acept,not furnished,308.0,850.0,46.0,11.0,1215.0
2976,0,231,3,5,4,4.0,acept,furnished,2200.0,12000.0,642.0,153.0,15000.0
2978,1,20,1,1,0,6.0,acept,furnished,602.0,1800.0,130.0,23.0,2555.0
2980,1,42,1,1,0,1.0,acept,not furnished,150.0,1000.0,100.0,13.0,1263.0
2981,1,280,4,4,3,2.0,acept,furnished,3000.0,4000.0,984.0,51.0,8035.0
2982,0,44,2,1,1,4.0,acept,furnished,310.0,1800.0,34.0,23.0,2167.0
2983,1,64,2,2,1,13.0,acept,not furnished,400.0,2600.0,15.0,33.0,3048.0
2984,1,218,3,2,2,6.0,not acept,not furnished,2000.0,7800.0,550.0,99.0,10450.0
2989,1,128,2,3,2,5.0,not acept,not furnished,1500.0,15000.0,534.0,191.0,17230.0
2990,1,45,1,1,2,8.0,acept,not furnished,695.0,1800.0,170.0,23.0,2688.0
2993,1,54,2,2,1,6.0,not acept,not furnished,500.0,2300.0,167.0,30.0,2997.0
2994,1,60,2,2,1,11.0,acept,not furnished,647.0,4000.0,21.0,51.0,4719.0
2997,1,112,3,2,1,8.0,acept,not furnished,810.0,3850.0,98.0,49.0,4807.0
2999,1,90,1,1,0,1.0,not acept,not furnished,200.0,1550.0,167.0,20.0,1937.0
3002,1,40,1,1,1,8.0,not acept,not furnished,800.0,1675.0,50.0,22.0,2547.0
3004,1,60,2,1,1,6.0,acept,not furnished,714.0,1480.0,55.0,19.0,2268.0
3006,0,398,5,6,0,2.0,acept,not furnished,3500.0,8500.0,700.0,108.0,12810.0
3007,1,90,2,2,2,8.0,acept,not furnished,965.0,4500.0,36.0,58.0,5559.0
3008,1,106,3,3,1,2.0,acept,not furnished,970.0,2500.0,350.0,32.0,3852.0
3009,1,22,1,1,0,6.0,not acept,furnished,380.0,6000.0,9.0,77.0,6466.0
3010,1,167,3,3,4,10.0,acept,not furnished,1814.0,5500.0,807.0,70.0,8191.0
3011,1,250,3,3,2,3.0,acept,not furnished,1900.0,9500.0,500.0,121.0,12020.0
3012,1,246,4,4,4,4.0,not acept,not furnished,4000.0,12000.0,1667.0,153.0,17820.0
3014,1,76,2,2,1,1.0,acept,furnished,850.0,3000.0,42.0,39.0,3931.0
3015,1,202,4,3,4,5.0,acept,not furnished,4308.0,12000.0,1896.0,153.0,18360.0
3017,1,65,2,2,2,2.0,acept,furnished,600.0,3000.0,80.0,39.0,3719.0
3018,1,142,3,4,3,2.0,acept,not furnished,1305.0,5000.0,414.0,64.0,6783.0
3019,1,200,3,4,2,10.0,acept,not furnished,1300.0,7000.0,459.0,89.0,8848.0
3021,1,58,2,2,1,3.0,acept,not furnished,200.0,2200.0,130.0,28.0,2558.0
3023,1,201,4,3,2,7.0,acept,not furnished,2800.0,6999.0,643.0,89.0,10530.0
3024,1,94,3,2,2,3.0,acept,not furnished,1000.0,2000.0,42.0,26.0,3068.0
3026,0,87,4,2,2,4.0,acept,not furnished,784.0,1600.0,106.0,21.0,2511.0
3027,1,190,3,2,1,3.0,acept,not furnished,1600.0,4000.0,100.0,51.0,5751.0
3028,1,45,1,1,0,3.0,acept,furnished,330.0,3000.0,59.0,39.0,3428.0
3029,1,254,3,5,4,18.0,acept,not furnished,2000.0,10000.0,990.0,127.0,13120.0
3030,1,145,4,4,3,15.0,acept,not furnished,2185.0,7300.0,505.0,93.0,10080.0
3032,1,360,4,5,2,4.0,acept,not furnished,2600.0,15000.0,1167.0,191.0,18960.0
3034,0,145,3,2,2,6.0,not acept,not furnished,932.0,2200.0,226.0,28.0,3386.0
3035,1,95,2,3,2,14.0,acept,furnished,1100.0,5825.0,375.0,24.0,7324.0
3036,1,60,2,2,2,20.0,acept,not furnished,450.0,2872.0,261.0,20.0,3603.0
3037,0,37,1,1,1,7.0,not acept,not furnished,415.0,825.0,33.0,11.0,1284.0
3040,1,167,3,2,1,7.0,acept,not furnished,1787.0,10850.0,532.0,138.0,13310.0
3044,1,100,1,2,2,3.0,not acept,not furnished,1690.0,5000.0,309.0,64.0,7063.0
3045,1,63,2,2,2,10.0,not acept,furnished,783.0,2000.0,24.0,26.0,2833.0
3046,1,73,2,2,1,14.0,acept,not furnished,700.0,1350.0,150.0,18.0,2218.0
3047,1,67,2,1,1,3.0,not acept,not furnished,722.0,2600.0,198.0,33.0,3553.0
3048,1,134,2,2,1,7.0,not acept,furnished,1493.0,3400.0,239.0,44.0,5176.0
3051,1,197,3,4,3,12.0,acept,not furnished,2000.0,9000.0,834.0,115.0,11950.0
3052,0,53,2,1,1,0.0,acept,not furnished,284.0,2000.0,41.0,26.0,2351.0
3053,0,136,3,2,1,6.0,acept,not furnished,545.0,1274.0,87.0,17.0,1923.0
3055,1,40,1,1,1,2.0,acept,not furnished,618.0,2803.0,192.0,36.0,3649.0
3056,1,300,4,4,5,11.0,acept,not furnished,3150.0,11000.0,1225.0,140.0,15520.0
3059,1,109,1,1,2,5.0,not acept,furnished,1750.0,11500.0,479.0,146.0,13880.0
3061,0,72,3,3,1,10.0,not acept,not furnished,690.0,1700.0,113.0,22.0,2525.0
3065,1,49,2,1,1,15.0,acept,not furnished,487.0,1300.0,17.0,17.0,1821.0
3067,1,110,3,3,1,10.0,acept,furnished,1280.0,4800.0,138.0,61.0,6279.0
3071,1,188,3,3,3,4.0,acept,furnished,1800.0,8000.0,841.0,102.0,10740.0
3075,0,135,3,2,1,7.0,acept,furnished,980.0,3100.0,180.0,40.0,4300.0
3077,1,90,1,2,2,9.0,acept,furnished,998.0,2900.0,220.0,37.0,4155.0
3078,1,79,1,2,2,25.0,not acept,furnished,800.0,5500.0,199.0,70.0,6569.0
3081,1,256,3,5,4,13.0,acept,furnished,3000.0,9000.0,834.0,115.0,12950.0
3083,1,220,4,2,2,3.0,not acept,not furnished,2560.0,8000.0,650.0,102.0,11310.0
3085,1,73,3,2,2,1.0,acept,not furnished,760.0,2500.0,283.0,32.0,3575.0
3086,1,180,3,3,1,14.0,acept,not furnished,1680.0,5000.0,192.0,64.0,6936.0
3087,1,45,1,1,1,3.0,acept,furnished,900.0,2450.0,158.0,32.0,3540.0
3090,1,60,2,2,1,11.0,not acept,furnished,700.0,3500.0,160.0,45.0,4405.0
3091,1,101,3,3,2,16.0,acept,furnished,1250.0,7500.0,292.0,29.0,9071.0
3094,0,103,3,2,1,9.0,not acept,not furnished,885.0,1800.0,113.0,23.0,2821.0
3095,1,126,4,3,2,4.0,not acept,not furnished,1500.0,4500.0,417.0,58.0,6475.0
3096,1,70,3,2,1,7.0,acept,not furnished,800.0,2800.0,67.0,36.0,3703.0
3098,0,80,3,1,1,1.0,acept,not furnished,357.0,1250.0,51.0,16.0,1674.0
3099,1,97,3,2,2,2.0,not acept,not furnished,600.0,2600.0,253.0,33.0,3486.0
3104,1,320,3,5,0,10.0,not acept,not furnished,4778.0,6000.0,2417.0,77.0,13270.0
3105,1,50,1,1,1,4.0,acept,furnished,500.0,3223.0,100.0,41.0,3864.0
3106,0,70,2,1,0,2.0,acept,not furnished,470.0,700.0,39.0,9.0,1218.0
3108,1,170,3,3,3,8.0,acept,furnished,1570.0,2800.0,648.0,36.0,5054.0
3109,1,55,2,1,1,11.0,acept,furnished,408.0,1700.0,35.0,22.0,2165.0
3111,1,160,3,3,2,8.0,acept,not furnished,1100.0,4075.0,331.0,19.0,5525.0
3112,1,240,4,5,4,2.0,acept,furnished,3000.0,7000.0,1396.0,89.0,11490.0
3114,1,150,2,3,1,25.0,acept,furnished,1700.0,7600.0,206.0,97.0,9603.0
3116,1,125,3,3,1,6.0,acept,furnished,1600.0,5500.0,247.0,70.0,7417.0
3118,1,145,3,3,1,5.0,acept,furnished,2860.0,6600.0,555.0,84.0,10100.0
3120,1,217,4,4,3,3.0,acept,furnished,4180.0,5000.0,1550.0,64.0,10790.0
3121,1,178,3,4,4,6.0,acept,furnished,2700.0,10200.0,667.0,130.0,13700.0
3125,1,212,3,3,2,17.0,acept,not furnished,1709.0,5750.0,727.0,73.0,8259.0
3126,1,34,1,1,1,15.0,not acept,furnished,550.0,2900.0,46.0,13.0,3509.0
3127,1,300,4,4,4,3.0,acept,not furnished,3000.0,6700.0,1420.0,85.0,11210.0
3128,1,220,3,4,3,12.0,acept,furnished,3120.0,8000.0,1034.0,102.0,12260.0
3130,1,65,2,1,1,12.0,acept,furnished,740.0,1700.0,34.0,22.0,2496.0
3133,1,52,2,2,1,4.0,not acept,not furnished,410.0,1499.0,111.0,19.0,2039.0
3134,1,32,1,1,0,9.0,acept,not furnished,255.0,1300.0,19.0,17.0,1591.0
3135,1,130,2,1,0,1.0,acept,not furnished,650.0,2150.0,9.0,28.0,2837.0
3136,1,23,1,1,0,23.0,acept,not furnished,382.0,2100.0,40.0,27.0,2549.0
3138,1,157,3,2,0,7.0,acept,not furnished,1325.0,4500.0,347.0,58.0,6230.0
3139,1,130,3,2,1,2.0,not acept,not furnished,1100.0,4500.0,384.0,58.0,6042.0
3143,1,70,2,2,1,2.0,acept,not furnished,150.0,2200.0,102.0,28.0,2480.0
3144,1,100,2,3,1,11.0,acept,furnished,752.0,9800.0,265.0,125.0,10940.0
3145,1,110,2,1,0,8.0,acept,not furnished,1100.0,1500.0,84.0,20.0,2704.0
3149,1,140,3,3,1,2.0,acept,furnished,1100.0,3000.0,59.0,39.0,4198.0
3150,1,77,2,1,1,5.0,acept,not furnished,1148.0,3100.0,464.0,40.0,4752.0
3152,1,50,2,1,1,8.0,acept,not furnished,530.0,1700.0,73.0,22.0,2325.0
3153,1,42,1,1,1,17.0,not acept,furnished,1352.0,1900.0,150.0,25.0,3427.0
3154,1,420,5,6,3,13.0,acept,not furnished,3500.0,10000.0,1667.0,127.0,15290.0
3155,1,203,3,3,4,3.0,acept,not furnished,1900.0,7000.0,1225.0,89.0,10210.0
3157,1,270,3,4,4,4.0,acept,furnished,3200.0,4800.0,928.0,61.0,8989.0
3158,1,180,3,3,2,1.0,acept,not furnished,2000.0,7200.0,900.0,92.0,10190.0
3159,1,24,2,2,1,13.0,acept,not furnished,993.0,5500.0,141.0,70.0,6704.0
3160,1,62,2,1,1,7.0,acept,not furnished,450.0,1800.0,125.0,23.0,2398.0
3161,1,85,2,2,2,5.0,not acept,not furnished,1200.0,5646.0,499.0,72.0,7417.0
3162,1,120,3,2,2,19.0,acept,furnished,1650.0,4500.0,500.0,58.0,6708.0
3163,0,47,2,1,1,4.0,acept,not furnished,260.0,900.0,25.0,12.0,1197.0
3164,0,180,3,2,1,11.0,acept,not furnished,1060.0,2200.0,201.0,28.0,3489.0
3165,1,216,4,4,3,3.0,not acept,furnished,3500.0,8000.0,1125.0,102.0,12730.0
3170,1,23,1,1,0,23.0,acept,not furnished,383.0,2050.0,40.0,26.0,2499.0
3173,1,30,1,1,0,2.0,not acept,not furnished,420.0,870.0,24.0,12.0,1326.0
3174,1,126,4,2,2,4.0,acept,not furnished,870.0,3000.0,290.0,39.0,4199.0
3176,1,239,4,4,4,15.0,acept,not furnished,2027.0,5500.0,974.0,70.0,8571.0
3179,0,63,1,1,0,6.0,acept,furnished,700.0,1280.0,24.0,17.0,2021.0
3180,1,62,2,1,1,12.0,not acept,furnished,650.0,1236.0,34.0,16.0,1936.0
3182,1,275,4,5,4,1.0,acept,not furnished,4200.0,9700.0,1334.0,123.0,15360.0
3183,1,44,1,1,1,9.0,acept,furnished,398.0,1900.0,19.0,25.0,2342.0
3185,1,48,1,1,2,15.0,not acept,furnished,2121.0,6800.0,400.0,87.0,9408.0
3186,1,90,3,2,1,4.0,acept,not furnished,900.0,2066.0,92.0,27.0,3085.0
3187,1,140,3,2,2,13.0,not acept,not furnished,1475.0,2000.0,171.0,26.0,3672.0
3190,1,130,3,4,3,7.0,acept,not furnished,1413.0,2400.0,597.0,31.0,4441.0
3192,1,100,2,3,2,7.0,acept,furnished,1110.0,4000.0,375.0,51.0,5536.0
3193,1,88,2,4,2,8.0,acept,not furnished,840.0,2500.0,379.0,32.0,3751.0
3194,1,20,1,1,0,3.0,acept,furnished,602.0,1800.0,130.0,23.0,2555.0
3197,1,100,3,2,0,14.0,acept,not furnished,1118.0,2500.0,112.0,32.0,3762.0
3198,1,110,3,2,2,2.0,acept,not furnished,834.0,5500.0,297.0,70.0,6701.0
3200,1,48,2,1,0,8.0,not acept,not furnished,530.0,2000.0,35.0,26.0,2591.0
3201,1,130,3,3,4,9.0,not acept,not furnished,1316.0,2210.0,531.0,28.0,4085.0
3202,1,23,1,1,0,23.0,acept,not furnished,382.0,2100.0,40.0,27.0,2549.0
3203,1,62,3,1,1,8.0,acept,not furnished,750.0,1260.0,59.0,16.0,2085.0
3205,1,100,1,2,2,11.0,acept,not furnished,1884.0,5850.0,472.0,75.0,8281.0
3207,1,37,1,1,0,6.0,acept,not furnished,450.0,1100.0,450.0,14.0,2014.0
3208,1,240,3,4,5,9.0,acept,not furnished,3200.0,6400.0,1400.0,82.0,11080.0
3209,1,120,3,2,2,5.0,acept,not furnished,1500.0,1900.0,377.0,25.0,3802.0
3210,1,130,3,2,2,1.0,acept,furnished,1100.0,3500.0,584.0,45.0,5229.0
3212,0,80,1,1,1,7.0,acept,not furnished,550.0,3000.0,100.0,39.0,3689.0
3213,1,58,2,1,0,16.0,not acept,furnished,560.0,4200.0,200.0,54.0,5014.0
3218,1,160,3,3,4,3.0,acept,not furnished,2300.0,5000.0,92.0,64.0,7456.0
3219,1,55,2,1,0,5.0,acept,furnished,620.0,2400.0,24.0,31.0,3075.0
3221,1,165,3,2,3,16.0,acept,not furnished,1260.0,3730.0,955.0,48.0,5993.0
3224,1,86,2,1,1,1.0,acept,not furnished,800.0,3320.0,123.0,42.0,4285.0
3225,1,122,3,2,1,17.0,acept,not furnished,970.0,3860.0,113.0,49.0,4992.0
3226,1,51,2,1,1,0.0,acept,not furnished,480.0,1800.0,58.0,23.0,2361.0
3227,1,94,3,2,2,1.0,acept,not furnished,1337.0,3570.0,140.0,46.0,5093.0
3228,0,80,2,2,1,5.0,acept,not furnished,520.0,1150.0,109.0,15.0,1794.0
3229,1,85,2,2,0,17.0,acept,furnished,560.0,6000.0,250.0,43.0,6853.0
3231,1,23,1,1,0,23.0,acept,not furnished,392.0,2100.0,41.0,27.0,2560.0
3234,1,55,3,1,1,7.0,acept,furnished,600.0,1800.0,121.0,23.0,2544.0
3235,1,240,3,4,3,8.0,acept,not furnished,2900.0,7000.0,1225.0,89.0,11210.0
3236,1,119,3,2,1,7.0,acept,not furnished,1011.0,3500.0,247.0,45.0,4803.0
3237,1,278,4,3,3,3.0,acept,not furnished,3790.0,10000.0,1514.0,127.0,15430.0
3238,1,69,3,2,1,8.0,acept,not furnished,670.0,2000.0,6.0,26.0,2702.0
3242,1,200,3,4,3,19.0,acept,furnished,2247.0,8500.0,1000.0,33.0,11780.0
3243,0,86,2,2,1,2.0,acept,not furnished,480.0,1250.0,67.0,16.0,1813.0
3244,1,87,2,2,1,11.0,acept,not furnished,890.0,5000.0,260.0,64.0,6214.0
3246,1,57,2,1,1,7.0,acept,not furnished,570.0,1500.0,67.0,20.0,2157.0
3250,0,45,1,1,1,2.0,acept,not furnished,367.0,1100.0,34.0,14.0,1515.0
3253,1,67,2,1,0,3.0,acept,not furnished,230.0,1050.0,31.0,14.0,1325.0
3254,1,178,3,3,3,8.0,acept,furnished,2500.0,8300.0,700.0,106.0,11610.0
3255,0,54,2,1,1,3.0,acept,not furnished,286.0,1099.0,23.0,14.0,1422.0
3256,1,50,1,1,0,0.0,acept,not furnished,225.0,900.0,156.0,14.0,1295.0
3258,0,138,3,4,3,16.0,acept,not furnished,1500.0,5200.0,34.0,66.0,6800.0
3259,1,129,3,4,3,6.0,acept,furnished,1650.0,2500.0,434.0,32.0,4616.0
3260,1,118,3,3,2,17.0,acept,furnished,1000.0,3890.0,356.0,50.0,5296.0
3261,1,340,4,5,4,2.0,not acept,furnished,3500.0,5500.0,1834.0,70.0,10900.0
3264,1,167,3,2,1,14.0,acept,furnished,1800.0,9500.0,500.0,121.0,11920.0
3266,0,46,1,1,1,4.0,not acept,furnished,560.0,1100.0,45.0,14.0,1719.0
3267,1,74,3,2,2,15.0,acept,not furnished,850.0,1450.0,100.0,19.0,2419.0
3269,1,180,3,4,3,15.0,acept,not furnished,2200.0,8900.0,782.0,113.0,12000.0
3270,1,180,3,3,1,8.0,not acept,not furnished,1512.0,6000.0,380.0,77.0,7969.0
3272,1,45,1,1,1,2.0,not acept,furnished,781.0,2970.0,92.0,38.0,3881.0
3273,1,220,3,2,2,13.0,acept,not furnished,1200.0,3800.0,292.0,49.0,5341.0
3275,1,101,2,3,1,9.0,not acept,furnished,1350.0,5600.0,85.0,71.0,7106.0
3276,1,72,2,1,1,7.0,acept,not furnished,438.0,1440.0,51.0,19.0,1948.0
3277,0,200,3,4,2,4.0,not acept,not furnished,2500.0,2000.0,275.0,26.0,4801.0
3282,1,133,3,2,0,6.0,acept,not furnished,813.0,2957.0,38.0,38.0,3846.0
3283,1,208,3,4,3,1.0,acept,not furnished,1900.0,3800.0,1100.0,49.0,6849.0
3284,1,178,3,3,0,17.0,acept,not furnished,1033.0,6400.0,709.0,82.0,8224.0
3285,1,49,2,1,1,5.0,acept,not furnished,450.0,1650.0,93.0,21.0,2214.0
3290,1,60,1,1,1,8.0,acept,not furnished,900.0,4600.0,100.0,59.0,5659.0
3291,1,180,3,2,2,3.0,acept,not furnished,2200.0,2500.0,542.0,32.0,5274.0
3292,1,68,2,2,1,14.0,acept,not furnished,762.0,2083.0,154.0,27.0,3026.0
3294,1,170,3,3,4,4.0,acept,not furnished,2145.0,5000.0,871.0,64.0,8080.0
3295,1,101,3,2,2,12.0,acept,not furnished,850.0,5500.0,445.0,70.0,6865.0
3297,1,155,4,5,3,3.0,not acept,not furnished,3300.0,3500.0,1000.0,45.0,7845.0
3298,1,213,3,4,3,2.0,acept,not furnished,1787.0,3800.0,639.0,49.0,6275.0
3302,1,73,2,2,1,16.0,acept,not furnished,550.0,2240.0,105.0,29.0,2924.0
3305,1,330,5,6,2,11.0,acept,not furnished,800.0,8950.0,250.0,114.0,10110.0
3306,1,140,3,3,2,12.0,not acept,not furnished,1301.0,2400.0,250.0,31.0,3982.0
3307,1,120,3,4,3,4.0,acept,not furnished,1300.0,4440.0,289.0,57.0,6086.0
3309,1,311,3,6,4,23.0,not acept,furnished,1800.0,12500.0,1084.0,159.0,15540.0
3310,1,92,2,2,0,2.0,acept,not furnished,790.0,2650.0,234.0,34.0,3708.0
3312,1,69,2,2,2,8.0,acept,furnished,853.0,3063.0,197.0,13.0,4126.0
3314,0,85,3,1,2,9.0,acept,not furnished,1225.0,2600.0,182.0,33.0,4040.0
3315,1,140,4,2,1,8.0,acept,furnished,1800.0,2400.0,486.0,31.0,4717.0
3319,1,178,3,3,4,12.0,not acept,furnished,2180.0,15000.0,850.0,191.0,18220.0
3320,1,145,3,3,2,2.0,acept,not furnished,2600.0,11000.0,475.0,140.0,14220.0
3322,0,144,4,3,2,13.0,acept,not furnished,1357.0,1750.0,210.0,23.0,3340.0
3325,1,53,2,2,1,15.0,acept,not furnished,580.0,2100.0,41.0,27.0,2748.0
3329,1,200,3,3,1,5.0,acept,not furnished,1750.0,3200.0,167.0,41.0,5158.0
3331,1,127,3,2,1,10.0,acept,not furnished,1393.0,6156.0,172.0,78.0,7799.0
3332,1,58,2,1,0,13.0,acept,not furnished,389.0,1480.0,52.0,19.0,1940.0
3334,0,92,3,2,3,17.0,acept,not furnished,643.0,3700.0,299.0,47.0,4689.0
3336,0,82,1,1,1,0.0,acept,not furnished,290.0,1200.0,82.0,16.0,1588.0
3337,1,65,2,2,1,12.0,not acept,furnished,980.0,6000.0,250.0,77.0,7307.0
3340,1,50,2,1,1,8.0,acept,not furnished,580.0,1100.0,100.0,14.0,1794.0
3347,1,390,3,3,2,1.0,not acept,not furnished,1800.0,6500.0,1000.0,83.0,9383.0
3350,1,55,2,1,1,11.0,acept,not furnished,743.0,1300.0,22.0,17.0,2082.0
3352,0,96,2,3,2,8.0,not acept,not furnished,590.0,4169.0,241.0,53.0,5053.0
3356,0,74,3,2,1,17.0,acept,not furnished,706.0,1120.0,100.0,15.0,1941.0
3357,1,62,2,2,1,9.0,acept,furnished,749.0,2500.0,45.0,32.0,3326.0
3358,1,70,1,1,0,4.0,not acept,not furnished,430.0,1300.0,17.0,17.0,1764.0
3361,0,62,2,1,2,7.0,acept,not furnished,609.0,1500.0,90.0,20.0,2219.0
3362,0,77,3,1,0,0.0,acept,not furnished,474.0,1000.0,43.0,13.0,1530.0
3363,1,86,2,1,1,12.0,acept,not furnished,1000.0,3007.0,84.0,39.0,4130.0
3364,1,56,2,2,2,1.0,acept,not furnished,480.0,1630.0,42.0,21.0,2173.0
3366,1,126,3,2,2,13.0,acept,not furnished,1280.0,2400.0,334.0,31.0,4045.0
3370,1,130,2,2,2,3.0,acept,not furnished,1752.0,6200.0,634.0,79.0,8665.0
3372,1,36,1,1,0,11.0,acept,not furnished,359.0,2100.0,70.0,27.0,2556.0
3373,1,102,3,3,0,7.0,acept,not furnished,1270.0,3500.0,434.0,45.0,5249.0
